Plant ID,Plant Lineage,Family,Genus,Specific epithet,Cultivar,Scientific Name,Name Status,Reference(s),Parentage,Alternate Name(s),Common Name(s),Habit,Accession Number,Accession Date,Received How,Received As,Abbreviated Name,Infraspecific Rank,Infraspecific Epithet,Provenance,Sampling Technique,Seed Source,Propagation History,Plant Source,Plant Source Accession Number,Plant Source Accession Date,Plant Source Misc.,Index Seminum Year,Index Seminum Item,Collector,Collector Number,Date Collected,Country,Sublocality,Geographic Area,Locality,Collection Latitude,Collection Longitude,Altitude,Altitude Unit,Slope Aspect,Habitat,Soil,Description,Collection Miscellaneous,Associated Taxa,Garden Location,Grid,Quadrant,Garden Latitude,Garden Longitude,Horticulture Zone,Condition Check Date,Condition,Sex,Measurement Date,DBH,DBH Unit,DBH Misc,DBH Accuracy,Height,Height Unit,Height Accuracy,Spread,Spread Unit,Spread Accuracy,Of Conservation Concern,Barcode,Kind of Specimen,Voucher collection date,Verification,Deposited
133-2018*MASS,133-2018,Caprifoliaceae,Diervilla,rivularis,Troja Black,Diervilla rivularis 'Troja Black',Accepted name,Broken Arrow Nursery 2018. Broken Arrow Nursery. 2018 Retail Catalog - Shrubs.,,,Cultivar of Mountain Bush-honeysuckle,Shrub,133-2018,4/26/2018,Plant,Diervilla rivularis 'Troja Black',Dierv. riv. 'Troja Black',,,From a cultivated plant not of known wild origin,,,,"Broken Arrow Nursery, Hamden, CT, United States",DDI001-D-#2,,,,,,,,,,,,,,,,,,,,,,WH1-NE,WH1,NE,42.29605298,-71.13341767,7.1,6/14/2022,Good,,6/14/2022,,,,,1.7,M,C,,,,0,,,,,
1342-84*A,15132,Caprifoliaceae,Lonicera,tatarica,,Lonicera tatarica forma roseo-alba,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,Lonicera tatarica 'Roseo-Alba',Form of Tatarian Honeysuckle,Shrub,1342-84,11/13/1984,Division,Lonicera tatarica f. roseo-alba,Lonic. tat. f. roseo-alba,orma,roseo-alba,Uncertain origin,VO,X,V,"Firma Hermann A. Hesse, Baumschulen, 2952 Weener-Ems, Germany",,,,,,,,,,,,,,,,,,,,,,,13-SE,13,SE,42.30235889,-71.12446031,2.9,10/11/2017,Good,,10/11/2017,,,,,4.5,M,C,,,,0,00184093,HF,,,
15118-3*A,15118,Caprifoliaceae,Lonicera,standishii,,Lonicera standishii,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,Standish Honeysuckle,Shrub,15118-3,1/3/1921,Cutting,Lonicera standishii,Lonic. stand.,,,Uncertain origin,VO,X,V,"Mr. S. C. Moon, Morrisville, PA, United States",,,,,,,,,,,,,,,,,,,,,,,EG-11,EG-11,,42.29914111,-71.1221146,2.11,3/21/2025,Alive,,7/18/2017,,,,,2.5,M,,,,,0,00191400,HF,,"Wyman, D., 01 Jan 1948, Lonicera standishii, 1",
1928-77*D,1928-77,Caprifoliaceae,Weigela,decora,,Weigela decora,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,,Greenpink Weigela,Intermediate (shrub/tree),1928-77,9/12/1977,Seed,Weigela hortensis,Weig. decora,,,Collected directly from the wild; origin known,XX,X,SA,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",4,9/4/1977,Japan,Tochigi Prefecture,,"Ryuzu Falls, Nikko National Park",,,1000,M,,,,,,,59-SW,59,SW,42.29221861,-71.12581269,4.4,8/27/2021,Fair,,,,,,,,,,,,,0,"00174763, 00174764","HR, HF",,,
1549-80*B,1549-80,Caprifoliaceae,Heptacodium,miconioides,,Heptacodium miconioides,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Heptacodium jasminoides,Seven Son Flower,Shrub,1549-80,11/19/1980,Seed,Heptacodium jasminoides,Hepta. micon.,,,From a cultivated plant not of known wild origin,S,X,PA,"Dr. Stephen A. Spongberg, Arnold Arboretum, Jamaica Plain, MA, United States",,,,,,"Spongberg, S. A.",10,11/15/1980,China,"Zhejiang Province, Hangzhou",,Hangzhou Botanical Garden,,,,,,,,Miscellaneous seed collections,,,13-SW,13,SW,42.30217923,-71.1254178,2.13.A,8/27/2024,Good,,,"13.0, ",C,,,,,,,,,1,00223388,HF,,,
1650-80*D,1650-80,Caprifoliaceae,Dipelta,floribunda,,Dipelta floribunda,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta floribunda var. parviflora,Rosy Dipelta,Intermediate (shrub/tree),1650-80,12/15/1980,Seed,Dipelta floribunda,Dip. flor.,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1611,9/21/1980,China,W. Hubei Province,,"Shennongjia Forest District, vicinity of Houshanping on the south side of the Hou River",31.5,110.5,800-1050,M,,thicket on slope of valley,,Tree ca. 2m tall; fruit wings brown.,,,EG-11,EG-11,,42.29910828,-71.12222549,2.11,7/18/2017,Good,,7/18/2017,,,,,3,M,C,,,,0,00158742,HF,,"Spongberg, S., 01 Jul 1991, Dipelta floribunda, 2; Kim, Taejin, 23 Feb 1998, Dipelta floribunda, 2",
1650-80*F,1650-80,Caprifoliaceae,Dipelta,floribunda,,Dipelta floribunda,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta floribunda var. parviflora,Rosy Dipelta,Intermediate (shrub/tree),1650-80,12/15/1980,Seed,Dipelta floribunda,Dip. flor.,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1611,9/21/1980,China,W. Hubei Province,,"Shennongjia Forest District, vicinity of Houshanping on the south side of the Hou River",31.5,110.5,800-1050,M,,thicket on slope of valley,,Tree ca. 2m tall; fruit wings brown.,,,EG-11,EG-11,,42.29909532,-71.12220817,2.11,7/18/2017,Good,,7/18/2017,,,,,3,M,C,,,,0,,,,,
1652-77*A,1652-77,Caprifoliaceae,Lonicera,subsessilis,,Lonicera subsessilis,Accepted name,"Rehder, A. 1940. Manual of Cultivated Trees and Shrubs Hardy in North America (ed. 2). New York, NY: Macmillan Co. 996 pp.",,,,Shrub,1652-77,10/17/1977,Seed,Lonicera subsessilis,Lonic. subsess.,,,Collected directly from the wild; origin known,XX,X,SA,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",445,10/8/1977,"Korea, Republic of",Gangwon-do [Kangwong-do],,between Undugol and Sogsa,,,,,,roadside scrub,,,,,7-NW,7,NW,42.30467509,-71.12302431,1.14,6/23/2023,Good,,6/23/2023,11.8,C,"largest stem, basal",,3.65,M,C,5.5,M,C,0,"00161221, 00161220","HV, HF, HF",,,
167-97*A,199-73,Caprifoliaceae,Weigela,maximowiczii,,Weigela maximowiczii,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,,"Weigela, Maximowicz Weigela",Shrub,167-97,6/6/1997,Cutting,Weigela maximowiczii,Weig. maxim.,,,From a cultivated plant not of known wild origin,VO,,V,"Botanic Garden of the University of, DK-1353 Copenhagen K, Denmark",,,,,,,,,,,,,,,,,,,,,,,14-SE,14,SE,42.30223347,-71.12223203,2.1,5/13/2024,Good,,5/13/2024,,,,,3.8,M,C,,,,0,00153132,HF,,,
167-97*C,199-73,Caprifoliaceae,Weigela,maximowiczii,,Weigela maximowiczii,Accepted name,"Iwatsuki, K., T. Yamazaki, D.E. Boufford &amp; H. Ohba 1995. Flora of Japan, Vol. IIIa. Angiospermae, Dicotyledoneae, Sympetalae(a). Kodansha Ltd. 482 pp.",,,"Weigela, Maximowicz Weigela",Shrub,167-97,6/6/1997,Cutting,Weigela maximowiczii,Weig. maxim.,,,From a cultivated plant not of known wild origin,VO,,V,"Botanic Garden of the University of, DK-1353 Copenhagen K, Denmark",,,,,,,,,,,,,,,,,,,,,,,14-SE,14,SE,42.30220525,-71.12221372,2.1,5/13/2024,Good,,5/13/2024,,,,,3.2,M,C,,,,0,,HF,,,
171-97*A,969,Caprifoliaceae,Lonicera,notha,Alba,Lonicera x notha 'Alba',Accepted name,South Dakota Agricultural Experiment Station 1901. Bulletin. South Dakota Agricultural Experiment Station. https://books.google.com/books?id=E04nAQAAMAAJ&amp;pg=PA131&amp;lpg=PA131&amp;dq=Lonicera+x+notha+%27Alba%27&amp;source=bl&amp;ots=Kx0WDj_XRY&amp;sig=4dY6u0Fv4tZ3EfUksdEty7dqLjU&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwjf-J7nwonYAhXl1IMKHedVDS4Q6AEIPTAI#v=onepage&amp;q=Lonicera%20x%20notha%20'Alba'&amp;f=false:131.,<i>L. ruprechtiana</i> x <i>L. tatarica</i>,,Cultivar of Rutarian Honeysuckle,Shrub,171-97,6/11/1997,Cutting,Lonicera x notha 'Alba',Lonic. x notha 'Alba',,,From a cultivated plant not of known wild origin,VO,,V,"Bussey Institute, United States",,,,,,,,,,,,,,,,,,,,,,,13-SW,13,SW,42.30238031,-71.12513815,2.9,8/23/2024,Good,,8/23/2024,,,,,2.5,M,C,,,,0,,,,,
171-97*B,969,Caprifoliaceae,Lonicera,notha,Alba,Lonicera x notha 'Alba',Accepted name,South Dakota Agricultural Experiment Station 1901. Bulletin. South Dakota Agricultural Experiment Station. https://books.google.com/books?id=E04nAQAAMAAJ&amp;pg=PA131&amp;lpg=PA131&amp;dq=Lonicera+x+notha+%27Alba%27&amp;source=bl&amp;ots=Kx0WDj_XRY&amp;sig=4dY6u0Fv4tZ3EfUksdEty7dqLjU&amp;hl=en&amp;sa=X&amp;ved=0ahUKEwjf-J7nwonYAhXl1IMKHedVDS4Q6AEIPTAI#v=onepage&amp;q=Lonicera%20x%20notha%20'Alba'&amp;f=false:131.,<i>L. ruprechtiana</i> x <i>L. tatarica</i>,,Cultivar of Rutarian Honeysuckle,Shrub,171-97,6/11/1997,Cutting,Lonicera x notha 'Alba',Lonic. x notha 'Alba',,,From a cultivated plant not of known wild origin,VO,,V,"Bussey Institute, United States",,,,,,,,,,,,,,,,,,,,,,,13-SW,13,SW,42.30237502,-71.1251584,2.9,8/23/2024,Fair,,8/23/2024,,,,,4,M,C,,,,0,,,,,
175-2000*C,1906-77,Caprifoliaceae,Weigela,subsessilis,,Weigela subsessilis,Accepted name,"Bailey, L.H. 1929. The Case of Diervilla and Weigela. A Discussion of Bush-honeysuckles and Weigelas in the Interest of the Cultivator. Gentes Herbarum 2(1):39-54.",,Diervilla subsessilis,Species of Weigela,Shrub,175-2000,7/27/2000,Cutting,Weigela subsessilis,Weig. subsess.,,,From a cultivated plant of known (indirect) wild origin,VO,,V,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S. A. and Weaver, R. E.",451,10/9/1977,"Korea, Republic of","Gyeonggi-do [Kyonggi-do], Yongmun-san",,along the trail to the temple,,,,,,,,,,,EG-6,EG-6,,42.29864433,-71.12201682,2.11,6/27/2017,Fair,,6/27/2017,,,,,2,M,C,,,,0,,,,,
176-2000*C,1906-77,Caprifoliaceae,Weigela,subsessilis,,Weigela subsessilis,Accepted name,"Bailey, L.H. 1929. The Case of Diervilla and Weigela. A Discussion of Bush-honeysuckles and Weigelas in the Interest of the Cultivator. Gentes Herbarum 2(1):39-54.",,Diervilla subsessilis,Species of Weigela,Shrub,176-2000,7/27/2000,Cutting,Weigela subsessilis,Weig. subsess.,,,From a cultivated plant of known (indirect) wild origin,VM,,V,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",451,10/9/1977,"Korea, Republic of","Gyeonggi-do [Kyonggi-do], Yongmun-san",,along the trail to the temple,,,,,,,,,,,LG-2K,LG-2K,,42.30423218,-71.12406458,1.13,8/5/2024,Good,,8/5/2024,,,,,2.2,M,C,,,,0,,,,,
18-92*B,15103,Caprifoliaceae,Lonicera,pileata,,Lonicera pileata,Accepted name,"Stace, C.A. 2010. New Flora of the British Isles. (3rd Ed.). United Kingdom: Cambridge University Press. 1232 pp.",,Lonicera ligustrina var. pileata,Privet Honeysuckle,Shrub,18-92,1/15/1992,Cutting,Lonicera pileata,Lonic. pileata,,,Uncertain origin,VO,,V,"J. Veitch &amp; Son, Chelsea, United Kingdom",837,,,,,,,,,,,,,,,,,,,,,,1-SW,1,SW,42.3076352,-71.12092104,1.1,8/16/2018,Good,,8/16/2018,,,,,0.3,M,C,,,,0,,,,,
181-96*C,181-96,Caprifoliaceae,Heptacodium,miconioides,,Heptacodium miconioides,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Heptacodium jasminoides,Seven Son Flower,Shrub,181-96,5/9/1996,Plant,Heptacodium miconioides,Hepta. micon.,,,From a cultivated plant not of known wild origin,,,,"Weston Nurseries, Inc., Hopkinton, MA, United States",,,,,,,,,,,,,,,,,,,,,,,EG-12,EG-12,,42.29917154,-71.12201444,2.11,8/29/2024,Good,,6/27/2017,14.4,C,largest stem,,,,,,,,1,,,,,
18169*A,18169,Caprifoliaceae,Lonicera,ferdinandi,,Lonicera ferdinandi,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,"Lonicera ferdinandi var. leycesterioides, Lonicera ferdinandi var. induta",Ferdinand Honeysuckle,Shrub,18169,2/15/1911,Seed,"Lonicera fernandi, L. fernandi induta",Lonic. ferdinandi,,,Collected directly from the wild; origin known,,,,"Mr. William Purdom, Arnold Arboretum, Jamaica Plain, MA, United States",554,,,,,"Purdom, W.",554,,China,"Shaanxi Province [Shensi], Yenanfu",,,,,,,,,,,,,EG-12,EG-12,,42.29915039,-71.12196558,2.11,6/27/2017,Good,,6/27/2017,,,,,3.7,C,C,,,,0,"00152614, 00152616","HF, HF, HR, HF, HF, HR",,"Rehder, A., 01 Jan 1938, Lonicera ferdinandi var. induta, 2; Wyman, D., 01 Jan 1948, Lonicera ferdinandi var. induta, 1; Green, P., 01 Jan 1965, Lonicera ferdinandi var. induta, 2; Ma, J., 31 Jul 1996, Lonicera ferdinandi, 2",
1884-80*A,1884-80,Caprifoliaceae,Dipelta,floribunda,,Dipelta floribunda,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta floribunda var. parviflora,Rosy Dipelta,Intermediate (shrub/tree),1884-80,12/19/1980,Seed,Dipelta floribunda,Dip. flor.,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1684,9/22/1980,China,"W. Hubei Province, Shennongjia Forest District",,East side of Songlo River and directly east of the Songlo Commune Headquarters,31.5,110.5,1000-1200,M,,thicket on slope,,Small tree ca. 4-5m tall.,,,53-NW,53,NW,42.29411582,-71.13020517,4.8,7/13/2021,Good,,,,,,,,,,,,,0,"00158747, 00158748","HF, HR",,,
1884-80*B,1884-80,Caprifoliaceae,Dipelta,floribunda,,Dipelta floribunda,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta floribunda var. parviflora,Rosy Dipelta,Intermediate (shrub/tree),1884-80,12/19/1980,Seed,Dipelta floribunda,Dip. flor.,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1684,9/22/1980,China,"W. Hubei Province, Shennongjia Forest District",,East side of Songlo River and directly east of the Songlo Commune Headquarters,31.5,110.5,1000-1200,M,,thicket on slope,,Small tree ca. 4-5m tall.,,,53-NW,53,NW,42.29410103,-71.13021299,4.5,7/13/2021,Good,,,,,,,,,,,,,0,,,,,
1884-80*F,1884-80,Caprifoliaceae,Dipelta,floribunda,,Dipelta floribunda,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta floribunda var. parviflora,Rosy Dipelta,Intermediate (shrub/tree),1884-80,12/19/1980,Seed,Dipelta floribunda,Dip. flor.,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1684,9/22/1980,China,"W. Hubei Province, Shennongjia Forest District",,East side of Songlo River and directly east of the Songlo Commune Headquarters,31.5,110.5,1000-1200,M,,thicket on slope,,Small tree ca. 4-5m tall.,,,53-NW,53,NW,42.29408528,-71.13022018,4.5,7/13/2021,Good,,,,,,,,,,,,,0,,,,,
1884-80*D,1884-80,Caprifoliaceae,Dipelta,floribunda,,Dipelta floribunda,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta floribunda var. parviflora,Rosy Dipelta,Intermediate (shrub/tree),1884-80,12/19/1980,Seed,Dipelta floribunda,Dip. flor.,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1684,9/22/1980,China,"W. Hubei Province, Shennongjia Forest District",,East side of Songlo River and directly east of the Songlo Commune Headquarters,31.5,110.5,1000-1200,M,,thicket on slope,,Small tree ca. 4-5m tall.,,,53-NW,53,NW,42.29408725,-71.13023692,4.5,7/13/2021,Poor,,,,,,,,,,,,,0,,,,,
1884-80*E,1884-80,Caprifoliaceae,Dipelta,floribunda,,Dipelta floribunda,Accepted name,"eFloras no date. Flora of China. Acanthaceae through Valerianaceae. http://www.efloras.org/volume_page.aspx?volume_id=2019&amp;flora_id=2. Missouri Botanical Garden, St. Louis, MO &amp; Harvard University Herbaria, Cambridge, MA.",,Dipelta floribunda var. parviflora,Rosy Dipelta,Intermediate (shrub/tree),1884-80,12/19/1980,Seed,Dipelta floribunda,Dip. flor.,,,Collected directly from the wild; origin known,,,,1980 Sino-American Botanical Expedi,,,,,,1980 S.A.B.E.,1684,9/22/1980,China,"W. Hubei Province, Shennongjia Forest District",,East side of Songlo River and directly east of the Songlo Commune Headquarters,31.5,110.5,1000-1200,M,,thicket on slope,,Small tree ca. 4-5m tall.,,,53-NW,53,NW,42.29407053,-71.13023895,4.5,7/13/2021,Good,,,,,,,,,,,,,0,,,,,
1901-77*A,1901-77,Caprifoliaceae,Weigela,subsessilis,,Weigela subsessilis,Accepted name,"Bailey, L.H. 1929. The Case of Diervilla and Weigela. A Discussion of Bush-honeysuckles and Weigelas in the Interest of the Cultivator. Gentes Herbarum 2(1):39-54.",,Diervilla subsessilis,Species of Weigela,Shrub,1901-77,10/17/1977,Seed,Weigela sp.,Weig. subsess.,,,Collected directly from the wild; origin known,XX,X,SA,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",436,10/8/1977,"Korea, Republic of","Gangwon-do [Kangwong-do], Undugol",,"Between Sogsa and Changchon, wooded slopes from ravine to ridge top of Kaebang-san (Gyebang-san)",,,,,,,,,,,32-SW,32,SW,42.29881309,-71.12308215,2.7,10/18/2017,Good,,10/18/2017,,,,,2,M,C,,,,0,,,,,
1906-77*A,1906-77,Caprifoliaceae,Weigela,subsessilis,,Weigela subsessilis,Accepted name,"Bailey, L.H. 1929. The Case of Diervilla and Weigela. A Discussion of Bush-honeysuckles and Weigelas in the Interest of the Cultivator. Gentes Herbarum 2(1):39-54.",,Diervilla subsessilis,Species of Weigela,Shrub,1906-77,10/17/1977,Seed,Weigela sp.,Weig. subsess.,,,Collected directly from the wild; origin known,XX,X,SA,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",451,10/9/1977,"Korea, Republic of","Gyeonggi-do [Kyonggi-do], Yongmun-san",,along the trail to the temple,,,,,,,,,,,14-NW,14,NW,42.30263867,-71.12328586,1.13,7/10/2024,Good,,,,,,,,,,,,,0,"00174856, 00174860","HF, HF",,"Michener, D., 01 Jan 1988, Weigela subsessilis, 2; Spongberg, S., 22 May 1991, Weigela subsessilis, 2; Ma, J., 31 Jul 1996, Weigela subsessilis, 2",
1906-77*E,1906-77,Caprifoliaceae,Weigela,subsessilis,,Weigela subsessilis,Accepted name,"Bailey, L.H. 1929. The Case of Diervilla and Weigela. A Discussion of Bush-honeysuckles and Weigelas in the Interest of the Cultivator. Gentes Herbarum 2(1):39-54.",,Diervilla subsessilis,Species of Weigela,Shrub,1906-77,10/17/1977,Seed,Weigela sp.,Weig. subsess.,,,Collected directly from the wild; origin known,XX,X,SA,"1977 Expedition to Korea and Japan, Korea, Republic of",,,,,,"Spongberg, S.A.; Weaver, R.E.",451,10/9/1977,"Korea, Republic of","Gyeonggi-do [Kyonggi-do], Yongmun-san",,along the trail to the temple,,,,,,,,,,,14-NW,14,NW,42.30262645,-71.12327508,1.13,7/10/2024,Good,,,,,,,,,,,,,0,,HV,,,
